"Department.Code","Department.Name","Program.Code","Program.Name","Fund.Code","Source.Fund.Code","Source.Fund.Name","Account.Code","Account.Name","Budget","Positions"
"66","Personnel","6607","Equal Employment Opportunity","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",13
"66","Personnel","6607","Equal Employment Opportunity","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",5
"66","Personnel","6608","Employee Training and Development","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",2
"66","Personnel","6608","Employee Training and Development","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",3
"66","Personnel","6609","Liaison Services","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",58.95
"66","Personnel","6609","Liaison Services","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",7
"66","Personnel","6609","Liaison Services","100","347","Street Lighting Maintenance Assessment Fund (Sch. 19)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1.37
"66","Personnel","6609","Liaison Services","100","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",3.25
"66","Personnel","6609","Liaison Services","100","440","Rent Stabilization Trust Fund (Sch. 23)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1.5
"66","Personnel","6609","Liaison Services","100","48R","Building and Safety Building Permit Fund (Sch. 40)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",10.59
"66","Personnel","6609","Liaison Services","100","508","Solid Waste Resources Revenue Fund (Sch. 2)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",6.71
"66","Personnel","6609","Liaison Services","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.32
"66","Personnel","6609","Liaison Services","100","561","HOME Investment Partnership Program Fund (Sch. 9)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.45
"66","Personnel","6609","Liaison Services","100","57W","Workforce Innovation and Opportunity Act Fund (Sch. 22)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",3.97
"66","Personnel","6609","Liaison Services","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",13.14
"66","Personnel","6609","Liaison Services","100","761","Sewer Capital Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",4.75
"66","Personnel","6650","General Administration and Support","100","100","General Fund","POSAN","As Needed Positions","2018-19 Proposed Budget",1
"66","Personnel","6650","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",22
"68","City Planning","6801","Citywide Planning","100","100","General Fund","POSAN","As Needed Positions","2018-19 Proposed Budget",5
"68","City Planning","6801","Citywide Planning","100","100","General Fund","POSCOMM","Commissioner Positions","2018-19 Proposed Budget",49
"68","City Planning","6801","Citywide Planning","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",9.18
"68","City Planning","6801","Citywide Planning","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",5
"68","City Planning","6801","Citywide Planning","100","424","Community Development Trust Fund (Sch. 8)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",0.4
"68","City Planning","6801","Citywide Planning","100","52D","Planning Case Processing Fund (Sch. 35)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.86
"68","City Planning","6801","Citywide Planning","100","52D","Planning Case Processing Fund (Sch. 35)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1
"68","City Planning","6801","Citywide Planning","100","52F","Planning Long-Range Planning Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",7.96
"68","City Planning","6801","Citywide Planning","100","52F","Planning Long-Range Planning Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",7
"68","City Planning","6801","Citywide Planning","100","815","Municipal Housing Finance Fund (Sch. 48)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1.6
"68","City Planning","6802","Community Planning","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",6.81
"68","City Planning","6802","Community Planning","100","52D","Planning Case Processing Fund (Sch. 35)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",2.1
"68","City Planning","6802","Community Planning","100","52F","Planning Long-Range Planning Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",31.09
"68","City Planning","6802","Community Planning","100","52F","Planning Long-Range Planning Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",20
"68","City Planning","6802","Community Planning","100","588","City Planning System Development Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",3
"68","City Planning","6803","Historic Resources","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",7.74
"68","City Planning","6803","Historic Resources","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",2.8
"68","City Planning","6803","Historic Resources","100","52D","Planning Case Processing Fund (Sch. 35)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",4.26
"68","City Planning","6803","Historic Resources","100","52D","Planning Case Processing Fund (Sch. 35)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1.2
"68","City Planning","6804","Development Services","100","100","General Fund","POSAN","As Needed Positions","2018-19 Proposed Budget",9
"68","City Planning","6804","Development Services","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",3
"68","City Planning","6804","Development Services","100","48R","Building and Safety Building Permit Fund (Sch. 40)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",14
"68","City Planning","6804","Development Services","100","52D","Planning Case Processing Fund (Sch. 35)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",46.68
"68","City Planning","6804","Development Services","100","52D","Planning Case Processing Fund (Sch. 35)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",9
"68","City Planning","6804","Development Services","100","52F","Planning Long-Range Planning Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.32
"68","City Planning","6805","Neighborhood Initiatives and Transit Oriented Planning","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",13.48
"68","City Planning","6805","Neighborhood Initiatives and Transit Oriented Planning","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",11
"68","City Planning","6805","Neighborhood Initiatives and Transit Oriented Planning","100","52D","Planning Case Processing Fund (Sch. 35)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.94
"68","City Planning","6805","Neighborhood Initiatives and Transit Oriented Planning","100","52F","Planning Long-Range Planning Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",2.58
"68","City Planning","6806","Geographic Project Planning","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",7.08
"68","City Planning","6806","Geographic Project Planning","100","52D","Planning Case Processing Fund (Sch. 35)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",97.29
"68","City Planning","6806","Geographic Project Planning","100","52F","Planning Long-Range Planning Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.63
"68","City Planning","6807","Major Projects and Project Plan Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",2.54
"68","City Planning","6807","Major Projects and Project Plan Support","100","52D","Planning Case Processing Fund (Sch. 35)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",46.44
"68","City Planning","6807","Major Projects and Project Plan Support","100","52D","Planning Case Processing Fund (Sch. 35)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",5
"68","City Planning","6807","Major Projects and Project Plan Support","100","52F","Planning Long-Range Planning Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.02
"68","City Planning","6849","Technology Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",10.21
"68","City Planning","6849","Technology Support","100","52D","Planning Case Processing Fund (Sch. 35)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",8.83
"68","City Planning","6849","Technology Support","100","52F","Planning Long-Range Planning Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",2.25
"68","City Planning","6849","Technology Support","100","588","City Planning System Development Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",32.71
"68","City Planning","6850","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",12.63
"68","City Planning","6850","General Administration and Support","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1.8
"68","City Planning","6850","General Administration and Support","100","52D","Planning Case Processing Fund (Sch. 35)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",26.76
"68","City Planning","6850","General Administration and Support","100","52D","Planning Case Processing Fund (Sch. 35)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1.2
"68","City Planning","6850","General Administration and Support","100","52F","Planning Long-Range Planning Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.61
"68","City Planning","6850","General Administration and Support","100","52F","Planning Long-Range Planning Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1.2
"68","City Planning","6850","General Administration and Support","100","588","City Planning System Development Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",0.8
"70","Police","7001","Field Forces","100","100","General Fund","POSAN","As Needed Positions","2018-19 Proposed Budget",7
"70","Police","7001","Field Forces","100","100","General Fund","POSCOMM","Commissioner Positions","2018-19 Proposed Budget",12
"70","Police","7001","Field Forces","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",384
"70","Police","7001","Field Forces","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2018-19 Proposed Budget",6430
"70","Police","7001","Field Forces","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",18
"70","Police","7001","Field Forces","100","100","General Fund","RESSW","Sworn Resolution Authority Positions","2018-19 Proposed Budget",76
"70","Police","7001","Field Forces","100","574","Local Public Safety Fund (Sch. 17)","POSSW","Sworn Regular Authority Positions","2018-19 Proposed Budget",400
"70","Police","7003","Specialized Investigation","100","100","General Fund","POSAN","As Needed Positions","2018-19 Proposed Budget",3
"70","Police","7003","Specialized Investigation","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",497
"70","Police","7003","Specialized Investigation","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2018-19 Proposed Budget",1241
"70","Police","7003","Specialized Investigation","100","100","General Fund","RESSW","Sworn Resolution Authority Positions","2018-19 Proposed Budget",20
"70","Police","7004","Custody of Persons and Property","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",508
"70","Police","7004","Custody of Persons and Property","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2018-19 Proposed Budget",121
"70","Police","7005","Traffic Control","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",20
"70","Police","7005","Traffic Control","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2018-19 Proposed Budget",679
"70","Police","7006","Specialized Enforcement and Protection","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",159
"70","Police","7006","Specialized Enforcement and Protection","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2018-19 Proposed Budget",544
"70","Police","7006","Specialized Enforcement and Protection","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1
"70","Police","7006","Specialized Enforcement and Protection","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",22
"70","Police","7006","Specialized Enforcement and Protection","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","POSSW","Sworn Regular Authority Positions","2018-19 Proposed Budget",1
"70","Police","7047","Personnel Training and Support","100","100","General Fund","POSAN","As Needed Positions","2018-19 Proposed Budget",2
"70","Police","7047","Personnel Training and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",285
"70","Police","7047","Personnel Training and Support","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2018-19 Proposed Budget",504
"70","Police","7048","Departmental Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1098
"70","Police","7048","Departmental Support","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2018-19 Proposed Budget",42
"70","Police","7049","Technology Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",184
"70","Police","7049","Technology Support","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2018-19 Proposed Budget",38
"70","Police","7050","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",93
"70","Police","7050","General Administration and Support","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2018-19 Proposed Budget",144
"70","Police","7050","General Administration and Support","100","100","General Fund","RESSW","Sworn Resolution Authority Positions","2018-19 Proposed Budget",25
"70","Police","7051","Internal Integrity and Standards Enforcement","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",138
"70","Police","7051","Internal Integrity and Standards Enforcement","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2018-19 Proposed Budget",405
"74","Board of Public Works","7401","Office of Community Beautification","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",8
"74","Board of Public Works","7401","Office of Community Beautification","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1
"74","Board of Public Works","7402","Project Restore","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1
"74","Board of Public Works","7403","Public Works Accounting","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",22.5
"74","Board of Public Works","7403","Public Works Accounting","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",3.5
"74","Board of Public Works","7403","Public Works Accounting","100","206","Special Gas Tax Improvement Fund (Sch. 5)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",4
"74","Board of Public Works","7403","Public Works Accounting","100","347","Street Lighting Maintenance Assessment Fund (Sch. 19)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1.43
"74","Board of Public Works","7403","Public Works Accounting","100","46D","Citywide Recycling Trust Fund (Sch. 32)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1
"74","Board of Public Works","7403","Public Works Accounting","100","508","Solid Waste Resources Revenue Fund (Sch. 2)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",3.87
"74","Board of Public Works","7403","Public Works Accounting","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1.23
"74","Board of Public Works","7403","Public Works Accounting","100","540","Proposition C Anti-Gridlock Transit Fund (Sch. 27)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",2
"74","Board of Public Works","7403","Public Works Accounting","100","57F","Sidewalk Repair Fund (Sch. 51)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",2
"74","Board of Public Works","7403","Public Works Accounting","100","59V","Road Maintenance and Rehabilitation Program Special (Sch. 5)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",0.5
"74","Board of Public Works","7403","Public Works Accounting","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",13.18
"74","Board of Public Works","7403","Public Works Accounting","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",0.6
"74","Board of Public Works","7403","Public Works Accounting","100","761","Sewer Capital Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",8.79
"74","Board of Public Works","7403","Public Works Accounting","100","761","Sewer Capital Fund (Sch. 14)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",0.4
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","100","General Fund","POSAN","As Needed Positions","2018-19 Proposed Budget",2
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",10.72
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1.62
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","347","Street Lighting Maintenance Assessment Fund (Sch. 19)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.85
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","46D","Citywide Recycling Trust Fund (Sch. 32)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.1
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","508","Solid Waste Resources Revenue Fund (Sch. 2)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.1
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.05
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","540","Proposition C Anti-Gridlock Transit Fund (Sch. 27)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","57F","Sidewalk Repair Fund (Sch. 51)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",3.71
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",0.23
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","761","Sewer Capital Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",2.47
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","761","Sewer Capital Fund (Sch. 14)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",0.15
"74","Board of Public Works","7406","Petroleum and Natural Gas Administration and Safety","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",6
"74","Board of Public Works","7449","Public Works Financial Systems","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.8
"74","Board of Public Works","7449","Public Works Financial Systems","100","347","Street Lighting Maintenance Assessment Fund (Sch. 19)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.33
"74","Board of Public Works","7449","Public Works Financial Systems","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",3.21
"74","Board of Public Works","7449","Public Works Financial Systems","100","761","Sewer Capital Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.66
"76","Bureau of Contract Administration","7601","Construction Inspection","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",124
"76","Bureau of Contract Administration","7601","Construction Inspection","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",23
"76","Bureau of Contract Administration","7601","Construction Inspection","100","206","Special Gas Tax Improvement Fund (Sch. 5)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",4
"76","Bureau of Contract Administration","7601","Construction Inspection","100","347","Street Lighting Maintenance Assessment Fund (Sch. 19)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1.5
"76","Bureau of Contract Administration","7601","Construction Inspection","100","385","Proposition A Local Transit Assistance Fund (Sch. 26)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",3
"76","Bureau of Contract Administration","7601","Construction Inspection","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",3
"76","Bureau of Contract Administration","7601","Construction Inspection","100","540","Proposition C Anti-Gridlock Transit Fund (Sch. 27)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",8
"76","Bureau of Contract Administration","7601","Construction Inspection","100","540","Proposition C Anti-Gridlock Transit Fund (Sch. 27)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",34
"76","Bureau of Contract Administration","7601","Construction Inspection","100","57F","Sidewalk Repair Fund (Sch. 51)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",12
"76","Bureau of Contract Administration","7601","Construction Inspection","100","59C","Measure M Local Return Fund (Sch. 52)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",14
"76","Bureau of Contract Administration","7601","Construction Inspection","100","761","Sewer Capital Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",53.5
"76","Bureau of Contract Administration","7601","Construction Inspection","100","761","Sewer Capital Fund (Sch. 14)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",15
"76","Bureau of Contract Administration","7602","Contract Compliance","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",19.9
"76","Bureau of Contract Administration","7602","Contract Compliance","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",50
"76","Bureau of Contract Administration","7602","Contract Compliance","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.2
"76","Bureau of Contract Administration","7602","Contract Compliance","100","540","Proposition C Anti-Gridlock Transit Fund (Sch. 27)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",2
"76","Bureau of Contract Administration","7602","Contract Compliance","100","540","Proposition C Anti-Gridlock Transit Fund (Sch. 27)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1
"76","Bureau of Contract Administration","7602","Contract Compliance","100","57F","Sidewalk Repair Fund (Sch. 51)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1
"76","Bureau of Contract Administration","7602","Contract Compliance","100","59C","Measure M Local Return Fund (Sch. 52)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1
"76","Bureau of Contract Administration","7602","Contract Compliance","100","761","Sewer Capital Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",6.9
"76","Bureau of Contract Administration","7650","General Administration and Support","100","100","General Fund","POSAN","As Needed Positions","2018-19 Proposed Budget",2
"76","Bureau of Contract Administration","7650","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",18.05
"76","Bureau of Contract Administration","7650","General Administration and Support","100","761","Sewer Capital Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",5.95
"76","Bureau of Contract Administration","7650","General Administration and Support","100","761","Sewer Capital Fund (Sch. 14)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1
"78","Bureau of Engineering","7803","Clean Water Infrastructure","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1
"78","Bureau of Engineering","7803","Clean Water Infrastructure","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",28
"78","Bureau of Engineering","7803","Clean Water Infrastructure","100","761","Sewer Capital Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",300
"78","Bureau of Engineering","7803","Clean Water Infrastructure","100","761","Sewer Capital Fund (Sch. 14)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",24
"78","Bureau of Engineering","7804","Development Services and Permits","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",102.06
"78","Bureau of Engineering","7804","Development Services and Permits","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",33
"78","Bureau of Engineering","7804","Development Services and Permits","100","206","Special Gas Tax Improvement Fund (Sch. 5)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",0.84
"78","Bureau of Engineering","7804","Development Services and Permits","100","347","Street Lighting Maintenance Assessment Fund (Sch. 19)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1.5
"78","Bureau of Engineering","7804","Development Services and Permits","100","761","Sewer Capital Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",21.6
"78","Bureau of Engineering","7805","Mobility","100","100","General Fund","POSHH","Hiring Hall Positions","2018-19 Proposed Budget",1
"78","Bureau of Engineering","7805","Mobility","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",10.75
"78","Bureau of Engineering","7805","Mobility","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",12
"78","Bureau of Engineering","7805","Mobility","100","206","Special Gas Tax Improvement Fund (Sch. 5)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",36.75
"78","Bureau of Engineering","7805","Mobility","100","41A","Street Damage Restoration Fee Fund (Sch. 47)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",4
"78","Bureau of Engineering","7805","Mobility","100","51Q","Measure R Local Return Fund (Sch. 49)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",2
"78","Bureau of Engineering","7805","Mobility","100","540","Proposition C Anti-Gridlock Transit Fund (Sch. 27)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",6.5
"78","Bureau of Engineering","7805","Mobility","100","540","Proposition C Anti-Gridlock Transit Fund (Sch. 27)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",52
"78","Bureau of Engineering","7805","Mobility","100","59C","Measure M Local Return Fund (Sch. 52)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",3
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",92
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",28
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","342","Telecommunications Development Account (Sch. 20)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","385","Proposition A Local Transit Assistance Fund (Sch. 26)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1.5
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","528","Mobile Source Air Pollution Reduction Fund (Sch. 10)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","761","Sewer Capital Fund (Sch. 14)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1.5
