"Dept.Code","Department.Name","Program.Code","Program.Name","Fund.Code","Fund.Name","Account.Code","Account.Name","Fiscal.Year","Revenue.Amount"
"38","Fire","3806","Fire Prevention","100","General Fund","4119","NON-COMPLIANCE INSPECTION FEES","2018_19_proposed",32000
"38","Fire","3806","Fire Prevention","100","General Fund","4121","HIGH-RISE INSPECTION FEE","2018_19_proposed",NA
"38","Fire","3806","Fire Prevention","100","General Fund","4122","FIRE SFTY CLEAR INSP-CARE FACIL","2018_19_proposed",50000
"38","Fire","3806","Fire Prevention","100","General Fund","4123","BRUSH CLEARANCE RESTITUTION","2018_19_proposed",2100000
"38","Fire","3806","Fire Prevention","100","General Fund","4124","BRUSH NON-COMPLIANCE FEE","2018_19_proposed",NA
"38","Fire","3806","Fire Prevention","100","General Fund","4152","CONS PLAN CHECKING","2018_19_proposed",8500000
"38","Fire","3806","Fire Prevention","100","General Fund","4243","SPOT CHECK PROG COST RECOVERY","2018_19_proposed",690000
"38","Fire","3806","Fire Prevention","100","General Fund","4595","SERVICE TO AIRPORTS","2018_19_proposed",131000
"38","Fire","3806","Fire Prevention","100","General Fund","5311","REIMB-METRO RAIL PROJECT","2018_19_proposed",250000
"38","Fire","3806","Fire Prevention","100","General Fund","9095","INDUSTRIAL BUILDING INSPECTION","2018_19_proposed",3700000
"38","Fire","3808","Emergency Medical Service","100","General Fund","4451","EMERGENCY AMBULANCE SERVICES","2018_19_proposed",NA
"38","Fire","3808","Emergency Medical Service","100","General Fund","4453","GROUND EMERGENCY MEDICAL TRANSPORT","2018_19_proposed",9475000
"38","Fire","3808","Emergency Medical Service","100","General Fund","4595","SERVICE TO AIRPORTS","2018_19_proposed",5379000
"38","Fire","3808","Emergency Medical Service","100","General Fund","4597","SERVICE TO HARBOR","2018_19_proposed",968000
"38","Fire","3850","General Administration and Support","100","General Fund","5163","REIMB EMPL REL - UFLAC","2018_19_proposed",NA
"38","Fire","3850","General Administration and Support","100","General Fund","5188","MISCELLANEOUS REVENUE-OTHERS","2018_19_proposed",NA
"38","Fire","3850","General Administration and Support","100","General Fund","5301","REIMB FROM OTHER FUNDS","2018_19_proposed",550000
"38","Fire","3850","General Administration and Support","100","General Fund","5346","RELATED COST REIMB FR GRANTS","2018_19_proposed",NA
"39","Finance","3901","Revenue Management","100","General Fund","5122","ATTORNEY FEES","2018_19_proposed",7500
"39","Finance","3901","Revenue Management","100","General Fund","5123","ACCIDENT COLLECTIONS","2018_19_proposed",NA
"39","Finance","3901","Revenue Management","100","General Fund","5175","COLLECTION FEE","2018_19_proposed",271000
"39","Finance","3901","Revenue Management","100","General Fund","5342","ST LIGHTING ASSESS REL COST","2018_19_proposed",48351
"39","Finance","3902","Treasury Services","100","General Fund","4595","SERVICE TO AIRPORTS","2018_19_proposed",689744
"39","Finance","3902","Treasury Services","100","General Fund","4596","SERVICE TO WATER & POWER","2018_19_proposed",1504890
"39","Finance","3902","Treasury Services","100","General Fund","4597","SERVICE TO HARBOR","2018_19_proposed",378327
"39","Finance","3902","Treasury Services","100","General Fund","4651","MISCELLANEOUS SERVICE CHARGES","2018_19_proposed",3200000
"39","Finance","3902","Treasury Services","100","General Fund","4657","ST IMPROV BOND SERV FEES","2018_19_proposed",360
"39","Finance","3902","Treasury Services","100","General Fund","5328","SEWER CONS & MAIN RELATED COST","2018_19_proposed",400197
"39","Finance","3902","Treasury Services","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",136900
"39","Finance","3905","LATAX System Support","100","General Fund","4339","MISCELLANEOUS GOV'T SERVICES","2018_19_proposed",1000
"39","Finance","3906","Customer Support","100","General Fund","5165","W&P REIM UTILITY USER TX EXEMP","2018_19_proposed",47297
"39","Finance","3908","Investment","100","General Fund","4902","INTEREST ON POOLED INVEST-GEN FUND","2018_19_proposed",27894000
"39","Finance","3950","General Administration and Support","100","General Fund","4332","BAD CHECK COLLECTION FEES","2018_19_proposed",5000
"40","General Services","4001","Custodial Services","100","General Fund","5370","COST REIMBURSEMENT FROM LIBRARY","2018_19_proposed",4603409
"40","General Services","4002","Building Maintenance","100","General Fund","5370","COST REIMBURSEMENT FROM LIBRARY","2018_19_proposed",4098000
"40","General Services","4004","Real Estate Services","100","General Fund","4931","LEASE & RENTAL OF CITY PROPERTIES","2018_19_proposed",14200000
"40","General Services","4004","Real Estate Services","100","General Fund","4933","FIGUEROA PLAZA REVENUE","2018_19_proposed",4630000
"40","General Services","4004","Real Estate Services","100","General Fund","4951","OIL ROYALTIES & RENTALS","2018_19_proposed",117000
"40","General Services","4005","Parking Services","100","General Fund","5301","REIMB FROM OTHER FUNDS","2018_19_proposed",510000
"40","General Services","4005","Parking Services","100","General Fund","5370","COST REIMBURSEMENT FROM LIBRARY","2018_19_proposed",330000
"40","General Services","4008","Fleet Services","100","General Fund","4595","SERVICE TO AIRPORTS","2018_19_proposed",NA
"40","General Services","4008","Fleet Services","100","General Fund","5308","HELICOPTER FLIGHT REIMB","2018_19_proposed",NA
"40","General Services","4008","Fleet Services","100","General Fund","5325","REIMB-MULTI FAMILY BULKY ITEM","2018_19_proposed",253996
"40","General Services","4008","Fleet Services","100","General Fund","5328","SEWER CONS & MAIN RELATED COST","2018_19_proposed",1439778
"40","General Services","4008","Fleet Services","100","General Fund","5338","STORMWTR POLLU ABATE REL COST","2018_19_proposed",140000
"40","General Services","4008","Fleet Services","100","General Fund","5342","ST LIGHTING ASSESS REL COST","2018_19_proposed",215606
"40","General Services","4008","Fleet Services","100","General Fund","5345","SANIT EQUIP CHG ACQ FD REL COST","2018_19_proposed",16512132
"40","General Services","4008","Fleet Services","100","General Fund","5370","COST REIMBURSEMENT FROM LIBRARY","2018_19_proposed",70000
"40","General Services","4009","Fuel and Environmental Compliance","100","General Fund","5370","COST REIMBURSEMENT FROM LIBRARY","2018_19_proposed",49000
"40","General Services","4010","Standards and Testing Services","100","General Fund","3242","B PERMITS","2018_19_proposed",NA
"40","General Services","4010","Standards and Testing Services","100","General Fund","4227","LABORATORY TESTING FEES","2018_19_proposed",3200000
"40","General Services","4010","Standards and Testing Services","100","General Fund","5311","REIMB-METRO RAIL PROJECT","2018_19_proposed",188000
"40","General Services","4010","Standards and Testing Services","100","General Fund","5328","SEWER CONS & MAIN RELATED COST","2018_19_proposed",1844224
"40","General Services","4010","Standards and Testing Services","100","General Fund","5340","PROP C ANTIGRIDLOCK REL COST","2018_19_proposed",306000
"40","General Services","4010","Standards and Testing Services","100","General Fund","5347","SPL GAS TX REIMB FD REL COST","2018_19_proposed",792417
"40","General Services","4010","Standards and Testing Services","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",71081
"40","General Services","4010","Standards and Testing Services","100","General Fund","5367","MEASURE R TRAFFIC RELIEF OH REIMB","2018_19_proposed",431031
"40","General Services","4011","Supply Management","100","General Fund","5142","SALVAGE RECEIPTS","2018_19_proposed",2300000
"40","General Services","4011","Supply Management","100","General Fund","5188","MISCELLANEOUS REVENUE-OTHERS","2018_19_proposed",120000
"40","General Services","4011","Supply Management","100","General Fund","5328","SEWER CONS & MAIN RELATED COST","2018_19_proposed",2459649
"40","General Services","4011","Supply Management","100","General Fund","5342","ST LIGHTING ASSESS REL COST","2018_19_proposed",401039
"40","General Services","4011","Supply Management","100","General Fund","5345","SANIT EQUIP CHG ACQ FD REL COST","2018_19_proposed",1723775
"40","General Services","4011","Supply Management","100","General Fund","5367","MEASURE R TRAFFIC RELIEF OH REIMB","2018_19_proposed",26939
"40","General Services","4011","Supply Management","100","General Fund","5373","MEASURE M REL COST","2018_19_proposed",54055
"40","General Services","4012","Mail Services","100","General Fund","4600","SERVICE TO LACERS","2018_19_proposed",50000
"40","General Services","4012","Mail Services","100","General Fund","4602","CHARGE-BACK PENSIONS","2018_19_proposed",38000
"40","General Services","4012","Mail Services","100","General Fund","5328","SEWER CONS & MAIN RELATED COST","2018_19_proposed",148287
"40","General Services","4012","Mail Services","100","General Fund","5370","COST REIMBURSEMENT FROM LIBRARY","2018_19_proposed",30000
"40","General Services","4050","General Administration and Support","100","General Fund","5161","REIMBURSEMENT OF EXPENDITURES","2018_19_proposed",90000
"40","General Services","4050","General Administration and Support","100","General Fund","5328","SEWER CONS & MAIN RELATED COST","2018_19_proposed",54436
"40","General Services","4050","General Administration and Support","100","General Fund","5370","COST REIMBURSEMENT FROM LIBRARY","2018_19_proposed",239000
"43","Housing and Community Investment","4301","Development and Finance","100","General Fund","5334","COMMUNITY DEV TR RELATED COST","2018_19_proposed",1026273
"43","Housing and Community Investment","4301","Development and Finance","100","General Fund","5341","HOME INVEST PRTNRSHIP REL COST","2018_19_proposed",408080
"43","Housing and Community Investment","4301","Development and Finance","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",1338817
"43","Housing and Community Investment","4302","Asset Management","100","General Fund","5334","COMMUNITY DEV TR RELATED COST","2018_19_proposed",224179
"43","Housing and Community Investment","4302","Asset Management","100","General Fund","5341","HOME INVEST PRTNRSHIP REL COST","2018_19_proposed",288789
"43","Housing and Community Investment","4302","Asset Management","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",749473
"43","Housing and Community Investment","4304","Consolidated Planning","100","General Fund","5334","COMMUNITY DEV TR RELATED COST","2018_19_proposed",763768
"43","Housing and Community Investment","4304","Consolidated Planning","100","General Fund","5335","COMMUNITY SVCS ADM GR REL COST","2018_19_proposed",63478
"43","Housing and Community Investment","4304","Consolidated Planning","100","General Fund","5341","HOME INVEST PRTNRSHIP REL COST","2018_19_proposed",4366
"43","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","5329","RENT CONTROL RELATED COST","2018_19_proposed",3170037
"43","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","5351","CODE ENFORCEMENT REL COST","2018_19_proposed",544351
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","General Fund","5341","HOME INVEST PRTNRSHIP REL COST","2018_19_proposed",41190
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","General Fund","5351","CODE ENFORCEMENT REL COST","2018_19_proposed",9191557
"43","Housing and Community Investment","4307","Code and Rent Compliance","100","General Fund","5329","RENT CONTROL RELATED COST","2018_19_proposed",525000
"43","Housing and Community Investment","4307","Code and Rent Compliance","100","General Fund","5351","CODE ENFORCEMENT REL COST","2018_19_proposed",2016260
"43","Housing and Community Investment","4311","Program Operations","100","General Fund","5334","COMMUNITY DEV TR RELATED COST","2018_19_proposed",691382
"43","Housing and Community Investment","4311","Program Operations","100","General Fund","5335","COMMUNITY SVCS ADM GR REL COST","2018_19_proposed",166469
"43","Housing and Community Investment","4311","Program Operations","100","General Fund","5344","HSG OPP PERSONS W/ AIDS REL COST","2018_19_proposed",117469
"43","Housing and Community Investment","4311","Program Operations","100","General Fund","5346","RELATED COST REIMB FR GRANTS","2018_19_proposed",363508
"43","Housing and Community Investment","4311","Program Operations","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",1945
"43","Housing and Community Investment","4311","Program Operations","100","General Fund","5366","FEDERAL EMERG SHELTER REL COST","2018_19_proposed",5831
"43","Housing and Community Investment","4312","Housing Strategies and Services","100","General Fund","5334","COMMUNITY DEV TR RELATED COST","2018_19_proposed",763657
"43","Housing and Community Investment","4312","Housing Strategies and Services","100","General Fund","5341","HOME INVEST PRTNRSHIP REL COST","2018_19_proposed",22327
"43","Housing and Community Investment","4312","Housing Strategies and Services","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",509795
"43","Housing and Community Investment","4349","Technology Support","100","General Fund","5329","RENT CONTROL RELATED COST","2018_19_proposed",667888
"43","Housing and Community Investment","4349","Technology Support","100","General Fund","5334","COMMUNITY DEV TR RELATED COST","2018_19_proposed",135641
"43","Housing and Community Investment","4349","Technology Support","100","General Fund","5335","COMMUNITY SVCS ADM GR REL COST","2018_19_proposed",14650
"43","Housing and Community Investment","4349","Technology Support","100","General Fund","5341","HOME INVEST PRTNRSHIP REL COST","2018_19_proposed",36028
"43","Housing and Community Investment","4349","Technology Support","100","General Fund","5344","HSG OPP PERSONS W/ AIDS REL COST","2018_19_proposed",2356
"43","Housing and Community Investment","4349","Technology Support","100","General Fund","5351","CODE ENFORCEMENT REL COST","2018_19_proposed",979687
"43","Housing and Community Investment","4349","Technology Support","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",121078
"43","Housing and Community Investment","4349","Technology Support","100","General Fund","5366","FEDERAL EMERG SHELTER REL COST","2018_19_proposed",191
"43","Housing and Community Investment","4350","General Administration and Support","100","General Fund","5329","RENT CONTROL RELATED COST","2018_19_proposed",981799
"43","Housing and Community Investment","4350","General Administration and Support","100","General Fund","5334","COMMUNITY DEV TR RELATED COST","2018_19_proposed",1473476
"43","Housing and Community Investment","4350","General Administration and Support","100","General Fund","5335","COMMUNITY SVCS ADM GR REL COST","2018_19_proposed",315019
"43","Housing and Community Investment","4350","General Administration and Support","100","General Fund","5341","HOME INVEST PRTNRSHIP REL COST","2018_19_proposed",271648
"43","Housing and Community Investment","4350","General Administration and Support","100","General Fund","5344","HSG OPP PERSONS W/ AIDS REL COST","2018_19_proposed",13211
"43","Housing and Community Investment","4350","General Administration and Support","100","General Fund","5351","CODE ENFORCEMENT REL COST","2018_19_proposed",2457756
"43","Housing and Community Investment","4350","General Administration and Support","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",2476012
"43","Housing and Community Investment","4350","General Administration and Support","100","General Fund","5366","FEDERAL EMERG SHELTER REL COST","2018_19_proposed",729
"46","Mayor","4601","Office of the Mayor","100","General Fund","4513","TRANSFERS AND GRANTS","2018_19_proposed",80000
"46","Mayor","4601","Office of the Mayor","100","General Fund","4595","SERVICE TO AIRPORTS","2018_19_proposed",975000
"46","Mayor","4601","Office of the Mayor","100","General Fund","4596","SERVICE TO WATER & POWER","2018_19_proposed",667100
"46","Mayor","4601","Office of the Mayor","100","General Fund","4597","SERVICE TO HARBOR","2018_19_proposed",372085
"46","Mayor","4601","Office of the Mayor","100","General Fund","5161","REIMBURSEMENT OF EXPENDITURES","2018_19_proposed",280200
"46","Mayor","4601","Office of the Mayor","100","General Fund","5311","REIMB-METRO RAIL PROJECT","2018_19_proposed",457672
"46","Mayor","4601","Office of the Mayor","100","General Fund","5328","SEWER CONS & MAIN RELATED COST","2018_19_proposed",27768
"46","Mayor","4601","Office of the Mayor","100","General Fund","5331","REIMB OF RELATED COST-PR YR","2018_19_proposed",644904
"46","Mayor","4601","Office of the Mayor","100","General Fund","5336","MOBILE SRC AIR POLLUT REL COST","2018_19_proposed",12739
"46","Mayor","4601","Office of the Mayor","100","General Fund","5340","PROP C ANTIGRIDLOCK REL COST","2018_19_proposed",66568
"46","Mayor","4601","Office of the Mayor","100","General Fund","5345","SANIT EQUIP CHG ACQ FD REL COST","2018_19_proposed",27419
"46","Mayor","4601","Office of the Mayor","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",114418
"46","Mayor","4601","Office of the Mayor","100","General Fund","5372","WORKFORCE INNOV OPP ACT (WIOA) REL COST","2018_19_proposed",33045
"48","Convention and Tourism Development","4803","Convention and Tourism Development","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",1870903
"53LVL4","Capital Finance Administration","53BD","Public Improvements","100","General Fund","3812","REIM FR US TREAS-INT RZ ECO BD","2018_19_proposed",NA
"53LVL4","Capital Finance Administration","53BD","Public Improvements","100","General Fund","5370","COST REIMBURSEMENT FROM LIBRARY","2018_19_proposed",5706500
"53LVL4","Capital Finance Administration","53FH","Building Services","100","General Fund","5188","MISCELLANEOUS REVENUE-OTHERS","2018_19_proposed",275000
"54","Capital Improvement Expenditure Program","54FH","Capital Improvements - Public Buildings and Facilities","100","General Fund","5188","MISCELLANEOUS REVENUE-OTHERS","2018_19_proposed",50000
"56LVL4","General City Purposes","5602","Governmental Services","100","General Fund","5301","REIMB FROM OTHER FUNDS","2018_19_proposed",70000
"59LVL4","Liability Claims","5901","Liability Claims","100","General Fund","5301","REIMB FROM OTHER FUNDS","2018_19_proposed",735000
"59LVL4","Liability Claims","5999","Liability Claims - Default Program","100","General Fund","5188","MISCELLANEOUS REVENUE-OTHERS","2018_19_proposed",5000
"60LVL4","Water and Electricity","60DB","Educational Opportunities","100","General Fund","5370","COST REIMBURSEMENT FROM LIBRARY","2018_19_proposed",4763000
"61LVL4","Human Resources Benefits","6107","Human Resources Benefits","100","General Fund","4352","WORKERS COMP PENSION OFFSETS","2018_19_proposed",NA
"61LVL4","Human Resources Benefits","6107","Human Resources Benefits","100","General Fund","4593","WORKERS COMPENSATION","2018_19_proposed",750000
"61LVL4","Human Resources Benefits","6107","Human Resources Benefits","100","General Fund","4594","SUPPLEMENTAL DENTAL & OPT SUB","2018_19_proposed",866700
"61LVL4","Human Resources Benefits","6107","Human Resources Benefits","100","General Fund","5173","W/C EMBEZZLEMENT RESTITUTION","2018_19_proposed",1000
"61LVL4","Human Resources Benefits","6107","Human Resources Benefits","100","General Fund","5188","MISCELLANEOUS REVENUE-OTHERS","2018_19_proposed",40000
"65","Disability","6501","ADA Compliance","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",21897
"66","Personnel","6602","Employee Selection","100","General Fund","4596","SERVICE TO WATER & POWER","2018_19_proposed",5368942
"66","Personnel","6602","Employee Selection","100","General Fund","5328","SEWER CONS & MAIN RELATED COST","2018_19_proposed",140653
"66","Personnel","6602","Employee Selection","100","General Fund","5359","BLDG & SAFETY ENT FND REL COST","2018_19_proposed",166275
"66","Personnel","6603","Workers' Compensation and Safety","100","General Fund","4593","WORKERS COMPENSATION","2018_19_proposed",9300000
"66","Personnel","6604","Employee Benefits","100","General Fund","4354","DEFERRED COMP EMPL ADMIN FEES","2018_19_proposed",423000
"66","Personnel","6604","Employee Benefits","100","General Fund","5301","REIMB FROM OTHER FUNDS","2018_19_proposed",518446
"66","Personnel","6604","Employee Benefits","100","General Fund","5336","MOBILE SRC AIR POLLUT REL COST","2018_19_proposed",464531
"66","Personnel","6605","Occupational Health","100","General Fund","5328","SEWER CONS & MAIN RELATED COST","2018_19_proposed",93610
"66","Personnel","6609","Liaison Services","100","General Fund","5328","SEWER CONS & MAIN RELATED COST","2018_19_proposed",1320030
"66","Personnel","6609","Liaison Services","100","General Fund","5329","RENT CONTROL RELATED COST","2018_19_proposed",102248
"66","Personnel","6609","Liaison Services","100","General Fund","5341","HOME INVEST PRTNRSHIP REL COST","2018_19_proposed",45514
"66","Personnel","6609","Liaison Services","100","General Fund","5342","ST LIGHTING ASSESS REL COST","2018_19_proposed",66569
"66","Personnel","6609","Liaison Services","100","General Fund","5345","SANIT EQUIP CHG ACQ FD REL COST","2018_19_proposed",409066
"66","Personnel","6609","Liaison Services","100","General Fund","5351","CODE ENFORCEMENT REL COST","2018_19_proposed",229988
"66","Personnel","6609","Liaison Services","100","General Fund","5359","BLDG & SAFETY ENT FND REL COST","2018_19_proposed",756830
"66","Personnel","6609","Liaison Services","100","General Fund","5372","WORKFORCE INNOV OPP ACT (WIOA) REL COST","2018_19_proposed",386412
"66","Personnel","6650","General Administration and Support","100","General Fund","4337","MISCELLANEOUS PERSONNEL FEES","2018_19_proposed",8000
"66","Personnel","6650","General Administration and Support","100","General Fund","4595","SERVICE TO AIRPORTS","2018_19_proposed",2598750
"66","Personnel","6650","General Administration and Support","100","General Fund","4597","SERVICE TO HARBOR","2018_19_proposed",767706
"66","Personnel","6650","General Administration and Support","100","General Fund","5188","MISCELLANEOUS REVENUE-OTHERS","2018_19_proposed",5000
"68","City Planning","6801","Citywide Planning","100","General Fund","5334","COMMUNITY DEV TR RELATED COST","2018_19_proposed",25416
"68","City Planning","6801","Citywide Planning","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",1257097
"68","City Planning","6802","Community Planning","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",1099051
"68","City Planning","6803","Historic Resources","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",331967
"68","City Planning","6804","Development Services","100","General Fund","5359","BLDG & SAFETY ENT FND REL COST","2018_19_proposed",1150271
"68","City Planning","6804","Development Services","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",2530772
"68","City Planning","6805","Neighborhood Initiatives and Transit Oriented Planning","100","General Fund","3365","STATE PROJECT AGREEMENTS","2018_19_proposed",50000
"68","City Planning","6805","Neighborhood Initiatives and Transit Oriented Planning","100","General Fund","4595","SERVICE TO AIRPORTS","2018_19_proposed",784316
"68","City Planning","6805","Neighborhood Initiatives and Transit Oriented Planning","100","General Fund","5301","REIMB FROM OTHER FUNDS","2018_19_proposed",1221564
"68","City Planning","6805","Neighborhood Initiatives and Transit Oriented Planning","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",257526
"68","City Planning","6806","Geographic Project Planning","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",4330264
"68","City Planning","6807","Major Projects and Project Plan Support","100","General Fund","5331","REIMB OF RELATED COST-PR YR","2018_19_proposed",34925
"68","City Planning","6807","Major Projects and Project Plan Support","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",2472879
"68","City Planning","6849","Technology Support","100","General Fund","5358","CITY PLANNING SYSTEMS REL COST","2018_19_proposed",2905144
"68","City Planning","6849","Technology Support","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",676128
"68","City Planning","6850","General Administration and Support","100","General Fund","5358","CITY PLANNING SYSTEMS REL COST","2018_19_proposed",70481
"68","City Planning","6850","General Administration and Support","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",1427757
"70","Police","7001","Field Forces","100","General Fund","3811","REIMB FROM OTHER AGENCIES","2018_19_proposed",1570000
"70","Police","7001","Field Forces","100","General Fund","4081","EXTRADITION REIMBURSEMENT","2018_19_proposed",11250
"70","Police","7001","Field Forces","100","General Fund","4082","WITNESS FEES ST CODE SEC680972","2018_19_proposed",250000
"70","Police","7001","Field Forces","100","General Fund","4086","MISCELLANEOUS-POLICE SERVICES","2018_19_proposed",1405207
"70","Police","7001","Field Forces","100","General Fund","4595","SERVICE TO AIRPORTS","2018_19_proposed",10205250
"70","Police","7001","Field Forces","100","General Fund","4603","Service to LACMTA","2018_19_proposed",64212626
"70","Police","7001","Field Forces","100","General Fund","4658","SPECIAL EVENTS","2018_19_proposed",1731384
"70","Police","7001","Field Forces","100","General Fund","4662","IMPOUND FEE","2018_19_proposed",10750000
"70","Police","7001","Field Forces","100","General Fund","5161","REIMBURSEMENT OF EXPENDITURES","2018_19_proposed",3859400
"70","Police","7001","Field Forces","100","General Fund","5168","REIMB OF PRIOR YEAR SALARY","2018_19_proposed",2600
"70","Police","7001","Field Forces","100","General Fund","5301","REIMB FROM OTHER FUNDS","2018_19_proposed",NA
"70","Police","7003","Specialized Investigation","100","General Fund","4081","EXTRADITION REIMBURSEMENT","2018_19_proposed",213750
"70","Police","7003","Specialized Investigation","100","General Fund","4084","LABORATORY FEES","2018_19_proposed",437000
"70","Police","7003","Specialized Investigation","100","General Fund","4595","SERVICE TO AIRPORTS","2018_19_proposed",2533156
"70","Police","7003","Specialized Investigation","100","General Fund","4658","SPECIAL EVENTS","2018_19_proposed",55539
"70","Police","7003","Specialized Investigation","100","General Fund","5161","REIMBURSEMENT OF EXPENDITURES","2018_19_proposed",723638
"70","Police","7003","Specialized Investigation","100","General Fund","5171","CITY ATTY COLLECTION SERVICES","2018_19_proposed",NA
"70","Police","7004","Custody of Persons and Property","100","General Fund","4834","ESCHEATMENT","2018_19_proposed",1500000
"70","Police","7005","Traffic Control","100","General Fund","4595","SERVICE TO AIRPORTS","2018_19_proposed",156258
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","3282","FILMING PERMITS","2018_19_proposed",150000
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","4595","SERVICE TO AIRPORTS","2018_19_proposed",9093831
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","4658","SPECIAL EVENTS","2018_19_proposed",73077
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","5161","REIMBURSEMENT OF EXPENDITURES","2018_19_proposed",241212
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","5328","SEWER CONS & MAIN RELATED COST","2018_19_proposed",1989040
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","5331","REIMB OF RELATED COST-PR YR","2018_19_proposed",75000
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","5370","COST REIMBURSEMENT FROM LIBRARY","2018_19_proposed",5181137
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","5423","LAW ENFORCEMENT","2018_19_proposed",5591411
"70","Police","7047","Personnel Training and Support","100","General Fund","4074","POLICE OFFICERS PROPERTY","2018_19_proposed",12000
"70","Police","7048","Departmental Support","100","General Fund","4072","PHOTOCOPIES RPT -POLICE","2018_19_proposed",1100000
"70","Police","7048","Departmental Support","100","General Fund","4595","SERVICE TO AIRPORTS","2018_19_proposed",19808
"70","Police","7048","Departmental Support","100","General Fund","5188","MISCELLANEOUS REVENUE-OTHERS","2018_19_proposed",NA
"70","Police","7048","Departmental Support","100","General Fund","5346","RELATED COST REIMB FR GRANTS","2018_19_proposed",14321
"70","Police","7050","General Administration and Support","100","General Fund","3286","BINGO PERCENTAGE FEE","2018_19_proposed",147000
"70","Police","7050","General Administration and Support","100","General Fund","4071","POLICE PERMIT","2018_19_proposed",6700000
"70","Police","7050","General Administration and Support","100","General Fund","4078","EXCESSIVE FALSE ALARM FEES","2018_19_proposed",7500000
"70","Police","7050","General Administration and Support","100","General Fund","5311","REIMB-METRO RAIL PROJECT","2018_19_proposed",233500
"70","Police","7051","Internal Integrity and Standards Enforcement","100","General Fund","4083","WITNESS FEE","2018_19_proposed",82000
"74","Board of Public Works","7401","Office of Community Beautification","100","General Fund","5361","RELATED COST REIMB-OTHERS","2018_19_proposed",129195
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","4332","BAD CHECK COLLECTION FEES","2018_19_proposed",1500
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","4340","REIMB OF ACCOUNTING SERVICES","2018_19_proposed",332000
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","4651","MISCELLANEOUS SERVICE CHARGES","2018_19_proposed",30000
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5175","COLLECTION FEE","2018_19_proposed",20000
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5188","MISCELLANEOUS REVENUE-OTHERS","2018_19_proposed",1500
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5301","REIMB FROM OTHER FUNDS","2018_19_proposed",128000
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5304","GAS TAX PROJECTS","2018_19_proposed",447332
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5317","SEISMIC BOND FUND","2018_19_proposed",50000
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5322","PROPOSITION K FUNDS","2018_19_proposed",136457
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5323","REIMB PROP O STORM WATER CLEAN","2018_19_proposed",50000
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5328","SEWER CONS & MAIN RELATED COST","2018_19_proposed",1883725
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5338","STORMWTR POLLU ABATE REL COST","2018_19_proposed",473698
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5340","PROP C ANTIGRIDLOCK REL COST","2018_19_proposed",68280
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5342","ST LIGHTING ASSESS REL COST","2018_19_proposed",137437
