Department Code,Department Name,Program Code,Program Name,Fund Code,Fund Name,Source Fund Code,Source Fund Name,Budget Request Description,Budget Request Category,Budget Object Code,Audit Budget Object Name,One Time/ On-going,2021-22 (Proposed) Incremental change from 2020-21 Adopted Budget,2021-22 (Adopted) Incremental change from 2020-21 Adopted Budget
86,Bureau of Street Services,8603,Street Sweeping,100,General Fund,511,Stormwater Pollution Abatement Fund (Sch. 7),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-32996,-32996
86,Bureau of Street Services,8603,Street Sweeping,100,General Fund,511,Stormwater Pollution Abatement Fund (Sch. 7),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-235178,-235178
86,Bureau of Street Services,8603,Street Sweeping,100,General Fund,511,Stormwater Pollution Abatement Fund (Sch. 7),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,190492,190492
86,Bureau of Street Services,8603,Street Sweeping,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-75727,-75727
86,Bureau of Street Services,8603,Street Sweeping,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,7542,7542
86,Bureau of Street Services,8603,Street Sweeping,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Great Streets Initiative,3-Continuation of Services,001010,Salaries General,01,73585,73585
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-11878,-11878
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,1821,1821
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Budget and Finance Committee Report Item No. 129b,4-Increased Services,001010,Salaries General,01,,528066
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Budget and Finance Committee Report Item No. 129c,4-Increased Services,001010,Salaries General,01,,262958
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Budget and Finance Committee Report Item No. 129d,4-Increased Services,001010,Salaries General,01,,261903
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Dead Tree and Stump Removal,3-Continuation of Services,001010,Salaries General,01,882592,882592
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Dead Tree and Stump Removal,3-Continuation of Services,001090,Overtime General,01,15000,15000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Dead Tree and Stump Removal,3-Continuation of Services,002120,Printing and Binding,01,1500,1500
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Dead Tree and Stump Removal,3-Continuation of Services,003040,Contractual Services,01,339000,339000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Dead Tree and Stump Removal,3-Continuation of Services,006010,Office and Administrative ,01,1000,1000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Dead Tree and Stump Removal,3-Continuation of Services,006020,Operating Supplies ,01,8000,8000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-5029014,-5029014
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,001090,Overtime General,BB,-142500,-142500
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,002120,Printing and Binding,BB,-6725,-6725
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,003040,Contractual Services,BB,-1566500,-1566500
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,004430,Uniforms,BB,-3960,-3960
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,006010,Office and Administrative ,BB,-68400,-68400
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,006020,Operating Supplies ,BB,-377809,-377809
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,693905,693905
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Increased Tree Planting,4-Increased Services,003040,Contractual Services,01,2160000,2160000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Pre-Development and Permit Review,3-Continuation of Services,001010,Salaries General,01,96184,96184
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Pre-Development and Permit Review,3-Continuation of Services,001090,Overtime General,01,7500,7500
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Pre-Development and Permit Review,3-Continuation of Services,002120,Printing and Binding,01,200,200
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Pre-Development and Permit Review,3-Continuation of Services,003040,Contractual Services,01,9100,9100
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Pre-Development and Permit Review,3-Continuation of Services,004430,Uniforms,01,1500,1500
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Pre-Development and Permit Review,3-Continuation of Services,006010,Office and Administrative ,01,2300,2300
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Pre-Development and Permit Review,3-Continuation of Services,006020,Operating Supplies ,01,1000,1000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Proactive Tree Care Oversight and Administration,3-Continuation of Services,001010,Salaries General,01,251768,251768
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Restoration of One-Time Expense Reduction,5-Restoration of Services,001090,Overtime General,BB,150000,150000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Revised Protected Tree Ordinance,4-Increased Services,001010,Salaries General,01,162599,162599
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Root Pruning,3-Continuation of Services,001010,Salaries General,01,97881,97881
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Root Pruning,3-Continuation of Services,001090,Overtime General,01,15000,15000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Root Pruning,3-Continuation of Services,002120,Printing and Binding,01,400,400
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Root Pruning,3-Continuation of Services,003040,Contractual Services,01,53400,53400
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Root Pruning,3-Continuation of Services,004430,Uniforms,01,2460,2460
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Root Pruning,3-Continuation of Services,006010,Office and Administrative ,01,600,600
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Root Pruning,3-Continuation of Services,006020,Operating Supplies ,01,2000,2000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,7350,7350
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-55252,-55252
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,96504,96504
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Planting,3-Continuation of Services,001010,Salaries General,01,507843,507843
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Planting,3-Continuation of Services,001090,Overtime General,01,10000,10000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Planting,3-Continuation of Services,002120,Printing and Binding,01,900,900
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Planting,3-Continuation of Services,003040,Contractual Services,01,105100,105100
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Planting,3-Continuation of Services,006010,Office and Administrative ,01,1000,1000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Planting,3-Continuation of Services,006020,Operating Supplies ,01,218000,218000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Trimming,3-Continuation of Services,001010,Salaries General,01,2513257,2513257
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Trimming,3-Continuation of Services,001090,Overtime General,01,75000,75000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Trimming,3-Continuation of Services,002120,Printing and Binding,01,3125,3125
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Trimming,3-Continuation of Services,003040,Contractual Services,01,931100,931100
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Trimming,3-Continuation of Services,006010,Office and Administrative ,01,62500,62500
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Trimming,3-Continuation of Services,006020,Operating Supplies ,01,109309,109309
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Watering,3-Continuation of Services,001010,Salaries General,01,606343,606343
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Watering,3-Continuation of Services,001090,Overtime General,01,20000,20000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Watering,3-Continuation of Services,002120,Printing and Binding,01,600,600
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Watering,3-Continuation of Services,003040,Contractual Services,01,128800,128800
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Watering,3-Continuation of Services,006010,Office and Administrative ,01,1000,1000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,100,General Fund,Tree Watering,3-Continuation of Services,006020,Operating Supplies ,01,39500,39500
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-58861,-58861
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,9011,9011
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,755422,755422
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-54624,-54624
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-332356,-332356
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,234111,234111
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-1532642,-1532642
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,001090,Overtime General,BB,-120000,-120000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,002120,Printing and Binding,BB,-3200,-3200
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,003090,Field Equipment Expense,BB,-21700,-21700
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,004430,Uniforms,BB,-12288,-12288
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,006010,Office and Administrative ,BB,-12000,-12000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,006020,Operating Supplies ,BB,-11200,-11200
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,152651,152651
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,23889,23889
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Transportation Grant Annual Work Program,3-Continuation of Services,001010,Salaries General,01,1526797,1526797
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Transportation Grant Annual Work Program,3-Continuation of Services,001090,Overtime General,01,120000,120000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Transportation Grant Annual Work Program,3-Continuation of Services,002120,Printing and Binding,01,3200,3200
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Transportation Grant Annual Work Program,3-Continuation of Services,003090,Field Equipment Expense,01,21700,21700
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Transportation Grant Annual Work Program,3-Continuation of Services,004430,Uniforms,01,12288,12288
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Transportation Grant Annual Work Program,3-Continuation of Services,006010,Office and Administrative ,01,12000,12000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),Transportation Grant Annual Work Program,3-Continuation of Services,006020,Operating Supplies ,01,11200,11200
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,57F,Sidewalk Repair Fund (Sch. 51),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-17202,-17202
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,57F,Sidewalk Repair Fund (Sch. 51),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,2646,2646
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,57F,Sidewalk Repair Fund (Sch. 51),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,170823,170823
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,57F,Sidewalk Repair Fund (Sch. 51),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,137242,137242
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,57F,Sidewalk Repair Fund (Sch. 51),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-388842,-388842
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,57F,Sidewalk Repair Fund (Sch. 51),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,91836,91836
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Complete Streets - Street Reconstruction and Trees,3-Continuation of Services,001010,Salaries General,01,272476,272476
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-268726,-268726
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,26765,26765
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,100,General Fund,2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-36647,-36647
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,100,General Fund,2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,5628,5628
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,100,General Fund,Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,3824823,3824823
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,100,General Fund,Restoration of One-Time Expense Reduction,5-Restoration of Services,003040,Contractual Services,BB,27126,27126
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,100,General Fund,Restoration of One-Time Expense Reduction,5-Restoration of Services,003090,Field Equipment Expense,BB,10229,10229
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,100,General Fund,Restoration of One-Time Expense Reduction,5-Restoration of Services,004430,Uniforms,BB,3450,3450
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,100,General Fund,Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-32490,-32490
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,100,General Fund,Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-186479,-186479
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,100,General Fund,Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,150405,150405
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-85419,-85419
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,13093,13093
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Budget and Finance Committee Report Item No. 91,3-Continuation of Services,001010,Salaries General,01,,230844
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Budget and Finance Committee Report Item No. 91,3-Continuation of Services,001010,Salaries General,BB,,-230844
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,1098553,1098553
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-46279,-46279
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-1502716,-1502716
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,549186,549186
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,385,Proposition A Local Transit Assistance Fund (Sch. 26),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-1599,-1599
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,385,Proposition A Local Transit Assistance Fund (Sch. 26),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,246,246
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,385,Proposition A Local Transit Assistance Fund (Sch. 26),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,20201,20201
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,385,Proposition A Local Transit Assistance Fund (Sch. 26),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,2015,2015
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,41A,Street Damage Restoration Fee Fund (Sch. 47),Asphalt Repair,3-Continuation of Services,001090,Overtime General,01,68376,68376
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,41A,Street Damage Restoration Fee Fund (Sch. 47),Asphalt Repair,3-Continuation of Services,003030,Construction Expense,01,510000,510000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,41A,Street Damage Restoration Fee Fund (Sch. 47),Asphalt Repair,3-Continuation of Services,003090,Field Equipment Expense,01,34000,34000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,41A,Street Damage Restoration Fee Fund (Sch. 47),Asphalt Repair,3-Continuation of Services,006010,Office and Administrative ,01,34000,34000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,41A,Street Damage Restoration Fee Fund (Sch. 47),Asphalt Repair,3-Continuation of Services,006020,Operating Supplies ,01,34000,34000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,511,Stormwater Pollution Abatement Fund (Sch. 7),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-1963,-1963
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,511,Stormwater Pollution Abatement Fund (Sch. 7),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,302,302
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,511,Stormwater Pollution Abatement Fund (Sch. 7),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,24834,24834
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,511,Stormwater Pollution Abatement Fund (Sch. 7),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,2228,2228
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,511,Stormwater Pollution Abatement Fund (Sch. 7),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-937,-937
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-222,-222
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,34,34
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-848022,-848022
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,001090,Overtime General,BB,-326076,-326076
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,003030,Construction Expense,BB,-112200,-112200
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,003040,Contractual Services,BB,-90828,-90828
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,87290,87290
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Great Streets Initiative,3-Continuation of Services,001010,Salaries General,01,656953,656953
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Great Streets Initiative,3-Continuation of Services,001090,Overtime General,01,326076,326076
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Great Streets Initiative,3-Continuation of Services,003030,Construction Expense,01,112200,112200
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Great Streets Initiative,3-Continuation of Services,003040,Contractual Services,01,90828,90828
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,88,88
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,51Q,Measure R Local Return Fund (Sch. 49),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,83650,83650
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-1205615,-1205615
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,001090,Overtime General,BB,-80000,-80000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,002120,Printing and Binding,BB,-2000,-2000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,003030,Construction Expense,BB,-50000,-50000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,003040,Contractual Services,BB,-167664,-167664
